epoch,train_loss,train_dice,train_iou,val_loss,val_dice,val_iou,val_precision,val_recall,lr
19,0.24578423299620636,0.6782943322451387,0.5131962045659798,0.2546425477509767,0.6878779764927475,0.5242484800720558,0.7035924750679964,0.6728500984411971,0.0001
20,0.24576158734549464,0.6802763419926103,0.5154687785318168,0.2609000187104856,0.682800592066695,0.5183729873808657,0.7388686387214356,0.634641668021362,0.0001
21,0.24414991150915094,0.6805766262165365,0.515813680232884,0.26318456641805005,0.6844641461897852,0.5202930381618691,0.7276573815400472,0.6461114221893082,5e-05
22,0.2440324152465415,0.6831855740554075,0.5188168967433181,0.2529296737531541,0.6920319673934998,0.529089358563625,0.6930034294546684,0.6910632251383294,5e-05
23,0.2393395534658854,0.6868136035935016,0.5230130356763898,0.25545456911056813,0.6924369956010686,0.5295630063496423,0.7126108675705984,0.6733739139858751,5e-05
24,0.2399205089670367,0.6870009181886859,0.5232303112055124,0.25452669678439555,0.6941797765987326,0.5316044001758558,0.7121759065749642,0.6770707271402682,5e-05
25,0.24049926063919488,0.686501509872723,0.5226511602660476,0.24937652229843005,0.6939099675902874,0.5312880049394727,0.7042509393484704,0.683868287484421,5e-05
26,0.2382791463516455,0.6875841891318493,0.5239072734707598,0.25666347628747915,0.6877947748530685,0.5241518336249988,0.7267383406839417,0.6528126486401868,5e-05
27,0.23744956309025267,0.6882632977968967,0.5246962264918994,0.25295172264458426,0.6949942691904885,0.5325603196848604,0.7137119289340101,0.6772332905851682,5e-05
28,0.23621248931220148,0.6886699910586175,0.5251690927248517,0.25025073837646294,0.693134872417983,0.5303798056808144,0.6994623293340118,0.6869208677275437,5e-05
29,0.2362173768798862,0.6902883287648647,0.5270536591568143,0.26075435933512703,0.6866174205841664,0.5227855396784387,0.7494355372901517,0.6335157656437211,5e-05
30,0.2345954298841215,0.6917222727345957,0.528727393517928,0.25891760705222544,0.6905733592025155,0.5273860617208257,0.7333049161693663,0.6525477304336832,5e-05
31,0.2344548549667924,0.6915101170893986,0.5284795290516158,0.25709447180721123,0.6913527183933822,0.5282956898398268,0.716123703890104,0.6682381133007003,2.5e-05
32,0.2320116930830795,0.6922783482345772,0.5293774461101889,0.25455687992589576,0.6942504261564687,0.5316872699509386,0.7099346166674009,0.6792442606072647,2.5e-05
33,0.2306934905263175,0.6956753576439318,0.5333605875814,0.2519238436935653,0.6959673875157228,0.5337039740055689,0.700731174395469,0.6912679346615369,2.5e-05
34,0.2308651492527101,0.6958011875772504,0.5335085271889588,0.2552975994390501,0.6945614304664005,0.5320521751663504,0.7247643979057592,0.6667750422966,2.5e-05
35,0.23008011555777186,0.694962416584664,0.5325229138351091,0.25542410547044914,0.6936573197209775,0.5309918524386104,0.7099977303676804,0.6780521286779979,2.5e-05
36,0.23035151041978227,0.6963918240860387,0.5342033265461821,0.255198995622111,0.6951536231526866,0.5327474831422473,0.711786453338717,0.6792803858172426,2.5e-05
37,0.22910308944704258,0.6968804402599785,0.5347785896169109,0.25477559686126844,0.6943975674648423,0.531859891005636,0.7014423844802379,0.6874928502188585,1.25e-05
38,0.2292176332093973,0.6963888279884931,0.5341998004772747,0.2525658191929401,0.695994281909207,0.5337356057979705,0.7063418747248795,0.6859454870581435,1.25e-05
39,0.22934346123870494,0.6970614505032962,0.5349918081497822,0.25519405599211303,0.69513276138033,0.532722978098265,0.7244528883317665,0.6680936124607891,1.25e-05
40,0.22776968903773653,0.6989586117904089,0.5372301128346658,0.2510991843653397,0.6937039635215714,0.5310465194334429,0.6741142185183292,0.7144663403356032,1.25e-05
