epoch,train_loss,train_dice,train_iou,train_precision,train_recall,val_loss,val_dice,val_iou,val_precision,val_recall,learning_rate
12,0.21520740904111776,0.5964048834105509,0.43519945271247257,0.6003974291998728,0.6406141312776413,0.20566996774623092,0.6155531410600098,0.45015869614943654,0.632857050904086,0.6352474009486991,0.0001
13,0.21338887488947506,0.598635475377066,0.43703458162799347,0.6007498106334062,0.6443762253607269,0.2068395392155983,0.6139523475102975,0.4491646470318378,0.6142860923854399,0.6573668483277442,0.0001
14,0.20959490815886353,0.6064754865865791,0.4446690244418857,0.608142088386601,0.645760182469292,0.20331705917774792,0.6205729720458178,0.45592780789019355,0.6219192061205985,0.6582784295921594,0.0001
15,0.21038347923122677,0.604133951255178,0.4433028455329152,0.6063066474895562,0.6461775712998568,0.2073051438365184,0.6113303324706117,0.4466913716054299,0.619993129876298,0.6430201314284768,0.0001
16,0.2074060416590851,0.6106421458246434,0.448612151314727,0.6107416719593833,0.6534394990817636,0.20333064599356182,0.6202575946357888,0.4561808004345692,0.6102244427926103,0.6733421964544646,0.0001
17,0.20660046625190076,0.612103846669197,0.45057389218590954,0.6146620817944012,0.6532017164591667,0.21232415368439447,0.6032369512487465,0.43997961450630513,0.6259730414185726,0.6260025978718006,0.0001
18,0.20455299358716053,0.6165741595283019,0.45422174858044734,0.6192146642281946,0.6549839102061449,0.2049295002935638,0.6170764939046242,0.4512169539508685,0.5907817669737507,0.6880586772737368,5e-05
19,0.19986636763916607,0.6248095057179442,0.4636062727697128,0.6224189899136535,0.6645212382341908,0.20345838945096648,0.6191693859201082,0.454869183855997,0.6173260942311354,0.6664236389415364,5e-05
20,0.1981673482904392,0.6280580568630083,0.4666587521214928,0.629245679818951,0.6650693884004006,0.20498257266803527,0.617482561880434,0.4520117371854648,0.5701546490612165,0.7171768046600718,5e-05
21,0.1967151437581113,0.6308328210714117,0.4701577466113114,0.6250409237644842,0.671209503650929,0.20047124097464789,0.6265234758316631,0.46197937407963713,0.6436585553095374,0.6521942816989522,5e-05
22,0.19816519925288395,0.6282567207264689,0.4678055962102603,0.6267413602070471,0.6656679290849551,0.20069801545059177,0.62540897055411,0.46056241405681825,0.6275953098501957,0.6617045990178283,5e-05
23,0.19769044991879337,0.6287716668000264,0.4679205991195894,0.6299316437239141,0.6644637096112809,0.19817284043406097,0.6297442191083666,0.46519188310059023,0.6255111194832225,0.6741020163180123,5e-05
24,0.1951574961696051,0.6339989740203703,0.4730262137850565,0.6332842208642875,0.6697436107042353,0.19728618209630672,0.6320510007126231,0.4677166930386718,0.6396442748291392,0.6630971058153771,5e-05
25,0.19582084407452988,0.6333001995508649,0.47174018158585623,0.6327300723938816,0.6696356115879211,0.20097270156715957,0.6255740632473583,0.4605994992692706,0.6072060438528867,0.6866080416759974,5e-05
26,0.1935570141382977,0.6369435676431234,0.4757997744510659,0.6358062170248115,0.6725411109164753,0.19763762335961974,0.6314287865665597,0.4671543173387017,0.63290887378471,0.6704403594346113,5e-05
27,0.19561268323950007,0.6336513422759233,0.4717101970473222,0.6330302823697571,0.6709261292377404,0.20020906679647069,0.6258279886883749,0.46202431073491,0.6464273577005091,0.6459083552931396,5e-05
28,0.19377131091546168,0.6364876998604926,0.4759404952283454,0.6363544213297093,0.6711853391433185,0.19807608016359973,0.6297474713392661,0.466355476580875,0.6375659733590945,0.6628623967859107,2.5e-05
29,0.1897273295880419,0.6445113452662409,0.483608377968843,0.6416349156240446,0.6791949385826567,0.19873961197658324,0.6295028933337037,0.4651139284103689,0.6030473089973691,0.7028381190669368,2.5e-05
30,0.1895600962823471,0.6445655757083302,0.48380100320925756,0.6391997529342112,0.6806771679789619,0.19821017707737398,0.629923447336949,0.46641568587699406,0.644443338815595,0.6561809599819318,2.5e-05
31,0.1883470464794509,0.6471035906698851,0.4870171565002045,0.6472928847359345,0.6784966142040438,0.20010441531177978,0.6276640447092728,0.4633795113210947,0.6059880414059464,0.6929752327186961,2.5e-05
32,0.18775155159224452,0.6485102486557666,0.4879657611910221,0.6446364795212197,0.6821240257636636,0.20012801518322718,0.6275853115907857,0.4631035420256601,0.6052137892430937,0.6945968320671941,1.25e-05
33,0.18737899141501538,0.6490858492202464,0.4892616526742952,0.6430801662459837,0.683942466908324,0.19959884881973267,0.6269405383459279,0.46302380696148937,0.6472292618012764,0.6477315056491906,1.25e-05
34,0.18526081748768292,0.6529755155069639,0.4921310486782969,0.650301232643887,0.6829527526038938,0.19776042424876925,0.6316684337568955,0.4673837736039094,0.6275287446841388,0.6757253139791354,1.25e-05
35,0.18562939245484572,0.6520641368311063,0.49192163962706,0.6481864836099929,0.6836481707285991,0.19852201997394292,0.6293177428379865,0.46474618202363943,0.6036930768422677,0.699837324904724,1.25e-05
36,0.18401982501412914,0.6553741552397213,0.4954856343501437,0.6480437656946941,0.6884947814508877,0.1987559424949364,0.6291924589116809,0.4648318343179327,0.6056072546142928,0.6979751872344756,6.25e-06
37,0.1840095370744182,0.6553746860375447,0.49484618830997334,0.6501322410802925,0.688343909290512,0.19985859893577199,0.627250674744727,0.4627153663568094,0.6116370915527075,0.6863892040622066,6.25e-06
38,0.18370715621034656,0.656270846539894,0.49601262544108704,0.6507030049520256,0.6894508916719825,0.20054022946827849,0.6264847697506488,0.4619100572357715,0.603121174053407,0.6961596725692212,6.25e-06
39,0.18340442294040613,0.6563940434856752,0.49658428536052196,0.6518783514478566,0.6891072872201953,0.19903678342070377,0.6285072821126857,0.4643690900903353,0.6401864116040754,0.6574024467820853,6.25e-06
40,0.182789165928828,0.658347578676401,0.49844824616360456,0.6539289902005575,0.6900181424301283,0.20033755835512995,0.6257605930449257,0.46169193403821596,0.6252686259612231,0.6712589354162485,3.125e-06
41,0.18180780534723165,0.6596467618393687,0.4994774162241843,0.656365781732365,0.6895263991788425,0.19998723121596054,0.6266570607541313,0.46248065585821446,0.6279422663886782,0.6676532768867385,3.125e-06
42,0.18295879723355835,0.6576914392477643,0.4978273599021203,0.6542632846705682,0.6866684234775273,0.19957867831411497,0.6280174771664848,0.4637245107704485,0.6126581971913996,0.6876692566233622,3.125e-06
43,0.18256395134118805,0.6584372447655265,0.4977700217635231,0.6528681053524523,0.6894887317862131,0.1993695470229001,0.6285485197120989,0.46456110204609347,0.6293019033233884,0.6710001656287153,3.125e-06
44,0.18407217676924392,0.655158667648788,0.49527817843234645,0.6532370303584412,0.6845300893604228,0.20059979371201825,0.6258020879517139,0.46182836130471294,0.6290323259964795,0.6661018934887899,1.5625e-06
45,0.18179898321364832,0.6600417960270316,0.49941199568256867,0.6578541483631176,0.6884869280114638,0.19924741521687575,0.6294601929019874,0.4652180845888568,0.6219709897545022,0.6794089773591135,1.5625e-06
46,0.181379677500345,0.6607243888541661,0.5008228741388405,0.6536906106413993,0.6940335041653793,0.2003699387882797,0.6269909613569018,0.46296105712232455,0.6267102075294709,0.6715055450167454,1.5625e-06
47,0.1812481004711801,0.6609780337430734,0.5005695595414238,0.6565534388597033,0.6907229345456689,0.20007539676948333,0.627348824705876,0.46336755009604175,0.6285283439595934,0.6701440181530697,1.5625e-06
48,0.18076108496273513,0.6618786314947416,0.5021101483597165,0.6549132979417269,0.6942927451787797,0.20035360281316328,0.6258108380814673,0.4614081630404566,0.6123687234562887,0.6835523302286444,7.8125e-07
49,0.1819324785629205,0.6595428100861279,0.4997150759649488,0.6535173507127087,0.6932811097497433,0.2003305025503669,0.6267697341005567,0.4627666236229346,0.629277517048406,0.6674082027354711,7.8125e-07
50,0.1821559085914519,0.6591887748083182,0.4990717733855796,0.6547464326947137,0.6900103887361763,0.19984635311952778,0.627895280928679,0.46378650862566184,0.6314450922146649,0.6659395873126849,7.8125e-07
